run_timestamp,operation,sample_index,elapsed_ms,client_id,request_id,request_index,client_host,logged_at
20260725_095103,get_vla_action,42,87.3379,simple_inference,call-042,42,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,43,87.3776,simple_inference,call-043,43,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,44,87.6223,simple_inference,call-044,44,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,45,87.3339,simple_inference,call-045,45,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,46,88.0952,simple_inference,call-046,46,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,47,87.3436,simple_inference,call-047,47,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,48,87.8347,simple_inference,call-048,48,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,49,87.4583,simple_inference,call-049,49,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,50,87.6779,simple_inference,call-050,50,local,2026-07-25T09:51:12
20260725_095103,get_vla_action,51,87.5956,simple_inference,call-051,51,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,52,87.7128,simple_inference,call-052,52,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,53,87.4299,simple_inference,call-053,53,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,54,87.4236,simple_inference,call-054,54,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,55,87.757,simple_inference,call-055,55,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,56,87.2168,simple_inference,call-056,56,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,57,87.6165,simple_inference,call-057,57,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,58,87.5134,simple_inference,call-058,58,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,59,87.3674,simple_inference,call-059,59,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,60,88.9758,simple_inference,call-060,60,local,2026-07-25T09:51:13
20260725_095103,get_vla_action,61,88.6415,simple_inference,call-061,61,local,2026-07-25T09:51:13
